ID,Name,Segment-Prefab,Segment-Height,Difficulty,Segment-Type,LaneIndex,YOffset,Prefab,Speed
1,Seg-Easy-Var1,Prefab_Segment_Easy_01,20,Easy,Event,0,4,Prefab_Event_SleepyCat,0
1,Seg-Easy-Var1,Prefab_Segment_Easy_01,20,Easy,Event,1,14,Prefab_Event_SleepyCat,0
1,Seg-Easy-Var1,Prefab_Segment_Easy_01,20,Easy,Object,0,6,Prefab_Object_Bush,0
1,Seg-Easy-Var1,Prefab_Segment_Easy_01,20,Easy,Event,1,2,Prefab_Obstacle_MovingObject,4
1,Seg-Easy-Var1,Prefab_Segment_Easy_01,20,Easy,Event,0,10,Prefab_Obstacle_MovingObject,4
1,Seg-Easy-Var1,Prefab_Segment_Easy_01,20,Easy,Event,1,18,Prefab_Obstacle_MovingObject,4
1,Seg-Easy-Var1,Prefab_Segment_Easy_01,20,Easy,Object,1,6,Prefab_Collectible_Coin,0
1,Seg-Easy-Var1,Prefab_Segment_Easy_01,20,Easy,Object,1,8,Prefab_Collectible_Coin,0
1,Seg-Easy-Var1,Prefab_Segment_Easy_01,20,Easy,Object,0,12,Prefab_Collectible_Coin,0
2,Seg-Easy-Var2,Prefab_Segment_Easy_01,20,Easy,Event,1,3,Prefab_Event_SleepyCat,0
2,Seg-Easy-Var2,Prefab_Segment_Easy_01,20,Easy,Event,0,15,Prefab_Event_SleepyCat,0
2,Seg-Easy-Var2,Prefab_Segment_Easy_01,20,Easy,Object,1,5,Prefab_Object_Bush,0
2,Seg-Easy-Var2,Prefab_Segment_Easy_01,20,Easy,Event,0,7,Prefab_Obstacle_MovingObject,4
2,Seg-Easy-Var2,Prefab_Segment_Easy_01,20,Easy,Event,1,11,Prefab_Obstacle_MovingObject,4
2,Seg-Easy-Var2,Prefab_Segment_Easy_01,20,Easy,Event,0,19,Prefab_Obstacle_MovingObject,4
2,Seg-Easy-Var2,Prefab_Segment_Easy_01,20,Easy,Object,0,1,Prefab_Collectible_Coin,0
2,Seg-Easy-Var2,Prefab_Segment_Easy_01,20,Easy,Object,0,3,Prefab_Collectible_Coin,0
2,Seg-Easy-Var2,Prefab_Segment_Easy_01,20,Easy,Object,1,13,Prefab_Collectible_Coin,0
3,Seg-Easy-Var3,Prefab_Segment_Easy_02,20,Easy,Event,0,5,Prefab_Event_SleepyCat,0
3,Seg-Easy-Var3,Prefab_Segment_Easy_02,20,Easy,Object,0,7,Prefab_Object_Bush,0
3,Seg-Easy-Var3,Prefab_Segment_Easy_02,20,Easy,Event,1,2,Prefab_Obstacle_MovingObject,4
3,Seg-Easy-Var3,Prefab_Segment_Easy_02,20,Easy,Event,0,11,Prefab_Obstacle_MovingObject,4
3,Seg-Easy-Var3,Prefab_Segment_Easy_02,20,Easy,Event,1,17,Prefab_Obstacle_MovingObject,4
3,Seg-Easy-Var3,Prefab_Segment_Easy_02,20,Easy,Object,1,4,Prefab_Collectible_Coin,0
3,Seg-Easy-Var3,Prefab_Segment_Easy_02,20,Easy,Object,1,6,Prefab_Collectible_Coin,0
4,Seg-Easy-Var4,Prefab_Segment_Easy_02,20,Easy,Event,1,4,Prefab_Event_SleepyCat,0
4,Seg-Easy-Var4,Prefab_Segment_Easy_02,20,Easy,Event,0,14,Prefab_Event_SleepyCat,0
4,Seg-Easy-Var4,Prefab_Segment_Easy_02,20,Easy,Object,1,6,Prefab_Object_Bush,0
4,Seg-Easy-Var4,Prefab_Segment_Easy_02,20,Easy,Event,0,2,Prefab_Obstacle_MovingObject,4
4,Seg-Easy-Var4,Prefab_Segment_Easy_02,20,Easy,Event,1,9,Prefab_Obstacle_MovingObject,4
4,Seg-Easy-Var4,Prefab_Segment_Easy_02,20,Easy,Event,0,18,Prefab_Obstacle_MovingObject,4
4,Seg-Easy-Var4,Prefab_Segment_Easy_02,20,Easy,Object,0,8,Prefab_Collectible_Coin,0
4,Seg-Easy-Var4,Prefab_Segment_Easy_02,20,Easy,Object,0,10,Prefab_Collectible_Coin,0
5,Seg-Easy-Var5,Prefab_Segment_Easy_EventTets,20,Easy,Event,0,2,Prefab_Event_SleepyCat,0
5,Seg-Easy-Var5,Prefab_Segment_Easy_EventTets,20,Easy,Event,1,12,Prefab_Event_SleepyCat,0
5,Seg-Easy-Var5,Prefab_Segment_Easy_EventTets,20,Easy,Event,0,19,Prefab_Event_SleepyCat,0
5,Seg-Easy-Var5,Prefab_Segment_Easy_EventTets,20,Easy,Object,0,4,Prefab_Object_Bush,0
5,Seg-Easy-Var5,Prefab_Segment_Easy_EventTets,20,Easy,Event,1,6,Prefab_Obstacle_MovingObject,4
5,Seg-Easy-Var5,Prefab_Segment_Easy_EventTets,20,Easy,Event,0,10,Prefab_Obstacle_MovingObject,4
5,Seg-Easy-Var5,Prefab_Segment_Easy_EventTets,20,Easy,Event,1,16,Prefab_Obstacle_MovingObject,4
5,Seg-Easy-Var5,Prefab_Segment_Easy_EventTets,20,Easy,Object,1,2,Prefab_Collectible_Coin,0
5,Seg-Easy-Var5,Prefab_Segment_Easy_EventTets,20,Easy,Object,1,4,Prefab_Collectible_Coin,0
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Event,0,3,Prefab_Event_SleepyCat,0
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Event,1,9,Prefab_Event_SleepyCat,0
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Event,0,15,Prefab_Event_SleepyCat,0
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Object,1,7,Prefab_Object_Bush,0
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Object,0,13,Prefab_Object_Bush,0
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Event,1,1,Prefab_Obstacle_MovingObject,6
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Event,0,5,Prefab_Obstacle_MovingObject,6
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Event,1,11,Prefab_Obstacle_MovingObject,6
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Event,0,17,Prefab_Obstacle_MovingObject,6
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Object,1,3,Prefab_Collectible_Coin,0
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Object,1,5,Prefab_Collectible_Coin,0
6,Seg-Med-Var1,Prefab_Segment_Medium_01,20,Medium,Object,0,19,Prefab_Collectible_Coin,0
7,Seg-Med-Var2,Prefab_Segment_Medium_01,20,Medium,Event,1,2,Prefab_Event_SleepyCat,0
7,Seg-Med-Var2,Prefab_Segment_Medium_01,20,Medium,Event,0,8,Prefab_Event_SleepyCat,0
7,Seg-Med-Var2,Prefab_Segment_Medium_01,20,Medium,Event,1,14,Prefab_Event_SleepyCat,0
7,Seg-Med-Var2,Prefab_Segment_Medium_01,20,Medium,Object,0,6,Prefab_Object_Bush,0
