ID,Name,Segment-Prefab,Segment-Height,Difficulty,Segment-Type,LaneIndex,YOffset,Prefab,Speed
1,Seg-01-VariantA,Prefab_Segment_Easy_01,20,Easy,Event,1,4,Prefab_Obstacle_MovingObject,4
1,Seg-01-VariantA,Prefab_Segment_Easy_01,20,Easy,Event,3,4,Prefab_Obstacle_MovingObject,4
1,Seg-01-VariantA,Prefab_Segment_Easy_01,20,Easy,Object,2,2,Prefab_Collectible_Coin,0
1,Seg-01-VariantA,Prefab_Segment_Easy_01,20,Easy,Object,2,6,Prefab_Collectible_Coin,0
1,Seg-01-VariantA,Prefab_Segment_Easy_01,20,Easy,Object,2,10,Prefab_Collectible_Coin,0
1,Seg-01-VariantA,Prefab_Segment_Easy_01,20,Easy,Object,1,14,Prefab_Object_Bush,0
1,Seg-01-VariantA,Prefab_Segment_Easy_01,20,Easy,Object,3,14,Prefab_Object_Bush,0
1,Seg-01-VariantA,Prefab_Segment_Easy_01,20,Easy,Object,2,14,Prefab_Collectible_Coin,0
2,Seg-01-VariantB,Prefab_Segment_Easy_01,20,Easy,Object,2,4,Prefab_Object_Bush,0
2,Seg-01-VariantB,Prefab_Segment_Easy_01,20,Easy,Object,1,2,Prefab_Collectible_Coin,0
2,Seg-01-VariantB,Prefab_Segment_Easy_01,20,Easy,Object,3,6,Prefab_Collectible_Coin,0
2,Seg-01-VariantB,Prefab_Segment_Easy_01,20,Easy,Event,1,10,Prefab_Obstacle_MovingObject,4
2,Seg-01-VariantB,Prefab_Segment_Easy_01,20,Easy,Object,2,12,Prefab_Collectible_Coin,0
2,Seg-01-VariantB,Prefab_Segment_Easy_01,20,Easy,Object,3,16,Prefab_Object_Bush,0
3,Seg-01-VariantC,Prefab_Segment_Easy_01,20,Easy,Event,2,4,Prefab_Obstacle_MovingObject,5
3,Seg-01-VariantC,Prefab_Segment_Easy_01,20,Easy,Object,1,4,Prefab_Collectible_Coin,0
3,Seg-01-VariantC,Prefab_Segment_Easy_01,20,Easy,Object,3,4,Prefab_Collectible_Coin,0
3,Seg-01-VariantC,Prefab_Segment_Easy_01,20,Easy,Object,1,10,Prefab_Object_Bush,0
3,Seg-01-VariantC,Prefab_Segment_Easy_01,20,Easy,Object,2,12,Prefab_Collectible_Coin,0
3,Seg-01-VariantC,Prefab_Segment_Easy_01,20,Easy,Object,3,16,Prefab_Collectible_Coin,0
4,Seg-02-VariantA,Prefab_Segment_Easy_02,20,Easy,Object,1,2,Prefab_Object_Bush,0
4,Seg-02-VariantA,Prefab_Segment_Easy_02,20,Easy,Object,2,4,Prefab_Collectible_Coin,0
4,Seg-02-VariantA,Prefab_Segment_Easy_02,20,Easy,Object,3,8,Prefab_Collectible_Coin,0
4,Seg-02-VariantA,Prefab_Segment_Easy_02,20,Easy,Object,2,12,Prefab_Object_Bush,0
4,Seg-02-VariantA,Prefab_Segment_Easy_02,20,Easy,Object,1,14,Prefab_Collectible_Coin,0
5,Seg-02-VariantB,Prefab_Segment_Easy_02,20,Easy,Object,3,2,Prefab_Object_Bush,0
5,Seg-02-VariantB,Prefab_Segment_Easy_02,20,Easy,Object,2,4,Prefab_Collectible_Coin,0
5,Seg-02-VariantB,Prefab_Segment_Easy_02,20,Easy,Object,1,8,Prefab_Collectible_Coin,0
5,Seg-02-VariantB,Prefab_Segment_Easy_02,20,Easy,Object,2,12,Prefab_Object_Bush,0
5,Seg-02-VariantB,Prefab_Segment_Easy_02,20,Easy,Object,3,14,Prefab_Collectible_Coin,0
6,Seg-02-VariantC,Prefab_Segment_Easy_02,20,Easy,Object,1,4,Prefab_Collectible_Coin,0
6,Seg-02-VariantC,Prefab_Segment_Easy_02,20,Easy,Object,2,4,Prefab_Collectible_Coin,0
6,Seg-02-VariantC,Prefab_Segment_Easy_02,20,Easy,Object,3,4,Prefab_Collectible_Coin,0
6,Seg-02-VariantC,Prefab_Segment_Easy_02,20,Easy,Object,1,10,Prefab_Object_Bush,0
6,Seg-02-VariantC,Prefab_Segment_Easy_02,20,Easy,Object,3,10,Prefab_Object_Bush,0
6,Seg-02-VariantC,Prefab_Segment_Easy_02,20,Easy,Object,2,14,Prefab_Collectible_Coin,0
7,Seg-03-VariantA,Prefab_Segment_Easy_EventTets,20,Easy,Event,2,6,Prefab_Event_SleepyCat,0
